WelcomeScreen.Plugins,,PLATFORM,965,1670,179693
EditorToggleCase,,PLATFORM,575,955,179693
ShowRegistry,,PLATFORM,430,832,179693
ReformatCode,,PLATFORM,422,1921,179693
com.intellij.ide.actions.ActivateToolWindowAction,,PLATFORM,371,735,179693
NewScratchFile,,PLATFORM,309,638,179693
Annotate,,PLATFORM,268,1497,179693
Git.Fetch,Git4Idea,JB_BUNDLED,259,1197,179693
com.intellij.ide.actions.ApplyIntentionAction,,PLATFORM,233,381,179693
ChangeLaf,,PLATFORM,231,757,179693
EditorToggleUseSoftWraps,,PLATFORM,207,550,179693
About,,PLATFORM,200,258,179693
Git.Pull,Git4Idea,JB_BUNDLED,184,940,179693
EditorGutterToggleGlobalLineNumbers,,PLATFORM,176,394,179693
EditorSortLines,,PLATFORM,175,959,179693
ChangeKeymap,,PLATFORM,174,299,179693
WelcomeScreen.Settings,,PLATFORM,163,401,179693
RenameElement,,PLATFORM,159,1087,179693
Vcs.ShowTabbedFileHistory,,PLATFORM,157,416,179693
Diff.Binary.Settings,,PLATFORM,153,197,179693
$LRU,,PLATFORM,148,1123,179693
OptimizeImports,,PLATFORM,148,522,179693
Vcs.Push,,PLATFORM,146,800,179693
SplitVertically,,PLATFORM,145,371,179693
OpenFile,,PLATFORM,142,426,179693
Git.Branches,Git4Idea,JB_BUNDLED,142,1612,179693
Git.ResolveConflicts,Git4Idea,JB_BUNDLED,140,364,179693
Git.Unstash,Git4Idea,JB_BUNDLED,138,323,179693
CloseProject,,PLATFORM,129,648,179693
Git.Stash,Git4Idea,JB_BUNDLED,123,276,179693
ActivateTerminalToolWindow,,PLATFORM,122,567,179693
ChooseRuntime,,PLATFORM,120,249,179693
TogglePresentationMode,,PLATFORM,110,372,179693
LocalHistory,,PLATFORM,107,185,179693
ShowBlankDiffWindow,,PLATFORM,105,179,179693
com.intellij.execution.services.ServiceViewManagerImpl$ActivateToolWindowByContributorAction,,PLATFORM,98,127,179693
EditorIncreaseFontSize,,PLATFORM,96,272,179693
LocalHistory.ShowHistory,,PLATFORM,87,159,179693
ToggleZenMode,,PLATFORM,86,328,179693
Git.Clone,Git4Idea,JB_BUNDLED,86,116,179693
NewScratchBuffer,,PLATFORM,85,162,179693
Refactorings.QuickListPopupAction,,PLATFORM,83,206,179693
RecentProjectListGroup,,PLATFORM,82,589,179693
CWMOpenSettingsAction,com.jetbrains.codeWithMe,JB_BUNDLED,81,200,179693
CheckinProject,,PLATFORM,81,574,179693
Git.Rebase,Git4Idea,JB_BUNDLED,80,407,179693
NotebookRunAllBelowAction,com.jetbrains.pycharm.ds.customization,JB_BUNDLED,78,81,179693
EditorSearchSession.ToggleMatchCase,,PLATFORM,77,145,179693
Git.CompareWithBranch,Git4Idea,JB_BUNDLED,77,325,179693
Unscramble,com.intellij.java,JB_BUNDLED,75,170,179693
CloseAllEditors,,PLATFORM,71,227,179693
Vcs.UpdateProject,,PLATFORM,71,246,179693
Maven.Reimport,org.jetbrains.idea.maven,JB_BUNDLED,70,199,179693
CommentByLineComment,,PLATFORM,69,310,179693
EditorResetFontSize,,PLATFORM,68,106,179693
editRunConfigurations,,PLATFORM,67,97,179693
ShowSettings,,PLATFORM,66,114,179693
CommentByBlockComment,,PLATFORM,65,215,179693
ShowReformatFileDialog,,PLATFORM,64,174,179693
Maven.ShowSettings,org.jetbrains.idea.maven,JB_BUNDLED,63,165,179693
CompareClipboardWithSelection,,PLATFORM,63,128,179693
MoveTabRight,,PLATFORM,61,118,179693
Github.Open.In.Browser,org.jetbrains.plugins.github,JB_BUNDLED,61,183,179693
TypeScript.Restart.Service,JavaScript,JB_BUNDLED,60,155,179693
Markdown.Toolbar.Floating,,PLATFORM,60,69,179693
Git.Configure.Remotes,Git4Idea,JB_BUNDLED,58,101,179693
ViewBreakpoints,,PLATFORM,58,69,179693
ChangesView.ApplyPatch,,PLATFORM,56,80,179693
com.intellij.tools.ToolAction,,PLATFORM,56,469,179693
Javascript.Linters.EsLint.Fix,JavaScript,JB_BUNDLED,56,713,179693
Git.CreateNewBranch,Git4Idea,JB_BUNDLED,54,159,179693
ViewMainMenu,,PLATFORM,53,145,179693
Git.Merge,Git4Idea,JB_BUNDLED,52,227,179693
Register,,PLATFORM,52,65,179693
ActivateDatabaseToolWindow,,PLATFORM,51,163,179693
ToggleFullScreen,,PLATFORM,51,153,179693
ShowProjectStructureSettings,com.intellij.java,JB_BUNDLED,51,133,179693
SurroundWith,,PLATFORM,51,83,179693
Generate,,PLATFORM,50,111,179693
Move,,PLATFORM,49,124,179693
Replace,,PLATFORM,49,94,179693
InspectCode,,PLATFORM,47,100,179693
